CUST091,2025-06-21T15:24:45.228Z,1.3212,235.3,0.56
CUST092,2025-06-21T15:24:45.228Z,0.7589,230.2,0.98
CUST093,2025-06-21T15:24:45.228Z,1.7443,231,0.81
CUST094,2025-06-21T15:24:45.228Z,1.2909,237.2,0.86
CUST095,2025-06-21T15:24:45.228Z,0.1653,233.8,0.55
CUST096,2025-06-21T15:24:45.228Z,1.9645,232.2,0.86
CUST097,2025-06-21T15:24:45.228Z,0.2813,230.7,0.98
CUST098,2025-06-21T15:24:45.228Z,1.3514,235.6,0.91
CUST099,2025-06-21T15:24:45.228Z,1.8832,230.4,0.77
CUST100,2025-06-21T15:24:45.228Z,0.9137,239.1,0.95
CUST001,2025-06-21T15:09:45.232Z,1.7979,239.5,0.89
CUST002,2025-06-21T15:09:45.232Z,0.2662,239,0.72
CUST003,2025-06-21T15:09:45.232Z,1.6624,235.8,0.62
CUST004,2025-06-21T15:09:45.232Z,0.2658,236.2,0.8
CUST005,2025-06-21T15:09:45.232Z,0.5792,234.2,0.51
CUST006,2025-06-21T15:09:45.232Z,1.4848,238.6,0.86
CUST007,2025-06-21T15:09:45.232Z,1.5044,231.6,0.95
CUST008,2025-06-21T15:09:45.232Z,0.9481,230.3,0.54
CUST009,2025-06-21T15:09:45.232Z,0.3441,239.5,0.53
CUST010,2025-06-21T15:09:45.232Z,0.1676,236.2,0.92
CUST011,2025-06-21T15:09:45.232Z,1.3792,233,0.8
CUST012,2025-06-21T15:09:45.232Z,1.5483,230.8,0.97
CUST013,2025-06-21T15:09:45.232Z,1.5321,239.8,0.85
CUST014,2025-06-21T15:09:45.232Z,1.6454,235.1,0.59
CUST015,2025-06-21T15:09:45.232Z,0.9243,239.4,0.92
CUST016,2025-06-21T15:09:45.232Z,0.8114,236,0.96
CUST017,2025-06-21T15:09:45.232Z,1.4224,235.4,0.77
CUST018,2025-06-21T15:09:45.232Z,1.9914,233.1,0.68
CUST019,2025-06-21T15:09:45.232Z,0.5111,235.2,0.82
CUST020,2025-06-21T15:09:45.232Z,1.3184,232.3,0.73
CUST021,2025-06-21T15:09:45.232Z,1.1429,238.7,0.64
CUST022,2025-06-21T15:09:45.232Z,1.7939,234.2,0.93
CUST023,2025-06-21T15:09:45.232Z,1.2046,230.8,0.66
CUST024,2025-06-21T15:09:45.232Z,0.6831,238.8,0.96
CUST025,2025-06-21T15:09:45.232Z,1.8699,231.5,0.67
CUST026,2025-06-21T15:09:45.232Z,1.0127,231.1,0.56
CUST027,2025-06-21T15:09:45.232Z,0.7352,231.7,0.86
CUST028,2025-06-21T15:09:45.232Z,0.5824,235.7,0.7
CUST029,2025-06-21T15:09:45.232Z,1.5893,235.3,0.79
CUST030,2025-06-21T15:09:45.232Z,1.4648,237.9,0.51
CUST031,2025-06-21T15:09:45.232Z,1.4962,239.4,0.55
CUST032,2025-06-21T15:09:45.232Z,1.8686,233.9,0.57
CUST033,2025-06-21T15:09:45.232Z,0.1743,233.2,0.7
CUST034,2025-06-21T15:09:45.232Z,1.0792,235.9,0.86
CUST035,2025-06-21T15:09:45.232Z,1.2511,234.3,0.56
CUST036,2025-06-21T15:09:45.232Z,1.947,231.7,0.7
CUST037,2025-06-21T15:09:45.232Z,0.5069,230.4,0.93
CUST038,2025-06-21T15:09:45.232Z,0.5646,235.5,0.73
CUST039,2025-06-21T15:09:45.232Z,1.5717,238.4,0.78
CUST040,2025-06-21T15:09:45.232Z,0.2946,237.7,0.75
CUST041,2025-06-21T15:09:45.232Z,1.0108,234.3,0.75
CUST042,2025-06-21T15:09:45.232Z,0.9153,234.6,0.54
CUST043,2025-06-21T15:09:45.232Z,1.8035,236.1,0.54
CUST044,2025-06-21T15:09:45.232Z,1.8508,239.6,0.97
CUST045,2025-06-21T15:09:45.232Z,1.0586,234.7,0.58
CUST046,2025-06-21T15:09:45.232Z,0.905,235,0.66
CUST047,2025-06-21T15:09:45.232Z,0.7828,238.5,0.65
CUST048,2025-06-21T15:09:45.232Z,0.1316,236.6,0.52
CUST049,2025-06-21T15:09:45.232Z,1.2358,230.6,0.93
CUST050,2025-06-21T15:09:45.232Z,1.9453,230.1,0.66
CUST051,2025-06-21T15:09:45.232Z,0.9652,232.7,0.83
CUST052,2025-06-21T15:09:45.232Z,0.624,231.3,0.99
CUST053,2025-06-21T15:09:45.232Z,1.9861,237.8,0.75
CUST054,2025-06-21T15:09:45.232Z,0.4174,235,0.7
CUST055,2025-06-21T15:09:45.232Z,0.1432,234.7,0.7
CUST056,2025-06-21T15:09:45.232Z,1.0081,233.4,0.83
CUST057,2025-06-21T15:09:45.232Z,1.4803,237.7,0.66
CUST058,2025-06-21T15:09:45.232Z,0.3209,230,0.71
CUST059,2025-06-21T15:09:45.232Z,1.5496,237.7,0.94
CUST060,2025-06-21T15:09:45.232Z,0.6121,233,0.76
CUST061,2025-06-21T15:09:45.232Z,0.2704,239.6,0.71
CUST062,2025-06-21T15:09:45.232Z,1.1514,230.5,0.54
CUST063,2025-06-21T15:09:45.232Z,0.3089,234.7,0.97
CUST064,2025-06-21T15:09:45.232Z,0.1162,232.6,0.78
CUST065,2025-06-21T15:09:45.232Z,0.2471,233.2,0.67
CUST066,2025-06-21T15:09:45.232Z,1.0744,235,0.75
CUST067,2025-06-21T15:09:45.232Z,1.1639,237.2,0.89
CUST068,2025-06-21T15:09:45.232Z,0.967,231.9,0.88
CUST069,2025-06-21T15:09:45.232Z,0.9129,233.5,0.97
CUST070,2025-06-21T15:09:45.232Z,1.8752,231.1,0.91
CUST071,2025-06-21T15:09:45.232Z,0.167,237.7,0.6
CUST072,2025-06-21T15:09:45.232Z,0.3707,233,0.85
CUST073,2025-06-21T15:09:45.232Z,1.6866,238.8,0.84
CUST074,2025-06-21T15:09:45.232Z,1.6915,231.4,0.55
CUST075,2025-06-21T15:09:45.232Z,0.9921,232.9,0.95
CUST076,2025-06-21T15:09:45.232Z,1.7756,235.5,0.79
CUST077,2025-06-21T15:09:45.232Z,1.2404,235.4,0.67
CUST078,2025-06-21T15:09:45.232Z,1.131,239.8,0.54
CUST079,2025-06-21T15:09:45.232Z,0.9295,230.5,0.84
CUST080,2025-06-21T15:09:45.232Z,0.3123,234.4,0.78
CUST081,2025-06-21T15:09:45.232Z,0.8462,236.2,0.99
CUST082,2025-06-21T15:09:45.232Z,1.3381,234.1,0.64
CUST083,2025-06-21T15:09:45.232Z,1.9255,233.2,0.54
CUST084,2025-06-21T15:09:45.232Z,1.9386,238.9,0.83
CUST085,2025-06-21T15:09:45.232Z,0.6408,238.7,0.85
CUST086,2025-06-21T15:09:45.232Z,0.8551,232.4,0.94
CUST087,2025-06-21T15:09:45.232Z,1.6036,238.4,1
CUST088,2025-06-21T15:09:45.232Z,0.494,236.6,0.62
CUST089,2025-06-21T15:09:45.232Z,1.9104,239.5,0.92
CUST090,2025-06-21T15:09:45.232Z,1.4539,238.8,0.57
CUST091,2025-06-21T15:09:45.232Z,1.9003,232.7,0.8
CUST092,2025-06-21T15:09:45.232Z,0.2752,236.9,0.61
CUST093,2025-06-21T15:09:45.232Z,0.9538,234,0.56
CUST094,2025-06-21T15:09:45.232Z,0.7569,234.7,0.57
CUST095,2025-06-21T15:09:45.232Z,0.1841,230.2,0.51
CUST096,2025-06-21T15:09:45.232Z,1.786,236,0.73
CUST097,2025-06-21T15:09:45.232Z,1.7015,234.2,0.85
CUST098,2025-06-21T15:09:45.232Z,1.9404,230.5,0.59
CUST099,2025-06-21T15:09:45.232Z,1.2779,231.4,0.86
CUST100,2025-06-21T15:09:45.232Z,1.1037,230.4,0.52
CUST001,2025-06-21T14:54:45.232Z,0.5641,235.2,0.59
CUST002,2025-06-21T14:54:45.232Z,0.6404,235.3,0.99
CUST003,2025-06-21T14:54:45.232Z,1.1546,231.8,0.53
CUST004,2025-06-21T14:54:45.232Z,1.8535,235.8,0.99
CUST005,2025-06-21T14:54:45.232Z,1.5465,232.7,0.5
CUST006,2025-06-21T14:54:45.232Z,1.3546,239.7,0.69
CUST007,2025-06-21T14:54:45.232Z,1.3105,233.3,0.75
CUST008,2025-06-21T14:54:45.232Z,0.9178,238.1,0.69
CUST009,2025-06-21T14:54:45.232Z,1.4151,232.2,0.91
CUST010,2025-06-21T14:54:45.232Z,1.3052,239.7,0.98
CUST011,2025-06-21T14:54:45.232Z,1.9675,235,0.71
CUST012,2025-06-21T14:54:45.232Z,0.9413,238.1,0.94
CUST013,2025-06-21T14:54:45.232Z,1.8023,236.8,0.56
CUST014,2025-06-21T14:54:45.232Z,1.3103,231.8,0.5
CUST015,2025-06-21T14:54:45.232Z,0.9027,233.4,0.55
CUST016,2025-06-21T14:54:45.232Z,0.9751,234.6,0.89
CUST017,2025-06-21T14:54:45.232Z,1.6469,231.6,0.73
CUST018,2025-06-21T14:54:45.232Z,1.8522,238.8,0.8
CUST019,2025-06-21T14:54:45.232Z,0.2654,237.3,0.99
CUST020,2025-06-21T14:54:45.232Z,0.4639,235.2,0.58
CUST021,2025-06-21T14:54:45.232Z,1.5621,233.6,0.75
CUST022,2025-06-21T14:54:45.232Z,1.195,233.5,0.6
CUST023,2025-06-21T14:54:45.232Z,0.7278,232.1,0.6
CUST024,2025-06-21T14:54:45.232Z,1.3639,236.9,0.78
CUST025,2025-06-21T14:54:45.232Z,1.9974,238.3,0.93
CUST026,2025-06-21T14:54:45.232Z,1.3212,230.4,0.61
CUST027,2025-06-21T14:54:45.232Z,1.5839,232.7,0.9
CUST028,2025-06-21T14:54:45.232Z,0.5036,237.3,0.88
CUST029,2025-06-21T14:54:45.232Z,0.3635,231.4,0.82
CUST030,2025-06-21T14:54:45.232Z,0.5855,237.6,0.77
CUST031,2025-06-21T14:54:45.232Z,1.608,239,0.8
CUST032,2025-06-21T14:54:45.232Z,1.1341,231.8,0.94
CUST033,2025-06-21T14:54:45.232Z,0.5033,237,0.77
CUST034,2025-06-21T14:54:45.232Z,1.8077,230.1,0.92
CUST035,2025-06-21T14:54:45.232Z,0.4519,232.3,0.82
CUST036,2025-06-21T14:54:45.232Z,1.021,230.5,0.77
CUST037,2025-06-21T14:54:45.232Z,1.1513,236.9,0.52
CUST038,2025-06-21T14:54:45.232Z,0.3506,232.7,0.55
CUST039,2025-06-21T14:54:45.232Z,1.989,233.1,0.86
CUST040,2025-06-21T14:54:45.232Z,0.4028,237.9,0.66
CUST041,2025-06-21T14:54:45.232Z,1.7965,238.8,0.99
CUST042,2025-06-21T14:54:45.232Z,1.4183,234.8,0.98
CUST043,2025-06-21T14:54:45.232Z,0.778,235.4,0.7
CUST044,2025-06-21T14:54:45.232Z,1.13,237.7,0.95
CUST045,2025-06-21T14:54:45.232Z,0.214,239.8,0.87
CUST046,2025-06-21T14:54:45.232Z,1.8841,234.8,0.72
CUST047,2025-06-21T14:54:45.232Z,1.6538,239,0.74
CUST048,2025-06-21T14:54:45.232Z,0.7044,237.7,0.8
CUST049,2025-06-21T14:54:45.232Z,0.7235,234,0.58
CUST050,2025-06-21T14:54:45.232Z,0.2833,238.9,0.72
CUST051,2025-06-21T14:54:45.232Z,1.8811,235.1,0.98
CUST052,2025-06-21T14:54:45.232Z,0.8082,239.1,0.83
CUST053,2025-06-21T14:54:45.232Z,0.7385,238.4,1
CUST054,2025-06-21T14:54:45.232Z,1.091,231.3,0.81
CUST055,2025-06-21T14:54:45.232Z,1.2077,234.3,0.65
CUST056,2025-06-21T14:54:45.232Z,0.4441,239.9,0.74
CUST057,2025-06-21T14:54:45.232Z,1.3268,236.5,1
CUST058,2025-06-21T14:54:45.232Z,0.7024,235.8,0.88
CUST059,2025-06-21T14:54:45.232Z,0.4294,239.1,0.68
CUST060,2025-06-21T14:54:45.232Z,0.5899,233.6,0.77
CUST061,2025-06-21T14:54:45.232Z,0.1369,239.6,0.78
CUST062,2025-06-21T14:54:45.232Z,1.8462,234.4,0.63
CUST063,2025-06-21T14:54:45.232Z,1.6731,238.6,0.63
CUST064,2025-06-21T14:54:45.232Z,0.4194,230.8,0.88
CUST065,2025-06-21T14:54:45.232Z,1.5886,230.4,0.59
CUST066,2025-06-21T14:54:45.232Z,1.3822,230.8,0.93
CUST067,2025-06-21T14:54:45.232Z,1.2976,231.2,0.54
CUST068,2025-06-21T14:54:45.232Z,0.9311,237.9,0.7
CUST069,2025-06-21T14:54:45.232Z,1.5172,230.5,0.76
CUST070,2025-06-21T14:54:45.232Z,1.6722,235.6,0.67
CUST071,2025-06-21T14:54:45.232Z,1.8722,233.7,0.66
CUST072,2025-06-21T14:54:45.232Z,0.8587,230.7,0.72
CUST073,2025-06-21T14:54:45.232Z,0.319,239.1,0.86
CUST074,2025-06-21T14:54:45.232Z,1.5277,235.2,0.8
CUST075,2025-06-21T14:54:45.232Z,1.6243,231.1,0.96
CUST076,2025-06-21T14:54:45.232Z,1.8493,231,0.67
CUST077,2025-06-21T14:54:45.232Z,1.69,239.5,0.61
CUST078,2025-06-21T14:54:45.232Z,1.009,239.8,0.57
CUST079,2025-06-21T14:54:45.232Z,1.1879,235.1,0.98
CUST080,2025-06-21T14:54:45.232Z,0.6519,231.1,0.53
CUST081,2025-06-21T14:54:45.232Z,1.9206,237.2,0.77
CUST082,2025-06-21T14:54:45.232Z,1.9953,231.5,0.62
CUST083,2025-06-21T14:54:45.232Z,0.1512,234.5,0.53
CUST084,2025-06-21T14:54:45.232Z,0.1611,230.1,0.98
CUST085,2025-06-21T14:54:45.232Z,1.2911,239.7,0.95
CUST086,2025-06-21T14:54:45.232Z,0.3216,233,0.92
CUST087,2025-06-21T14:54:45.232Z,1.61,230.5,0.56
CUST088,2025-06-21T14:54:45.232Z,1.2549,230.1,0.95
CUST089,2025-06-21T14:54:45.232Z,1.0127,235.8,0.65
CUST090,2025-06-21T14:54:45.232Z,0.5307,235.4,0.93
CUST091,2025-06-21T14:54:45.232Z,1.5406,239.2,0.98
CUST092,2025-06-21T14:54:45.232Z,1.3875,238.1,0.59
CUST093,2025-06-21T14:54:45.232Z,0.3785,233.4,0.77
CUST094,2025-06-21T14:54:45.232Z,0.3531,239.3,0.96
CUST095,2025-06-21T14:54:45.232Z,1.5058,232.1,0.76
CUST096,2025-06-21T14:54:45.232Z,1.7986,239.7,0.73
CUST097,2025-06-21T14:54:45.232Z,1.1476,234.3,0.74
CUST098,2025-06-21T14:54:45.232Z,0.4292,230.2,0.64
CUST099,2025-06-21T14:54:45.232Z,0.4235,231.8,0.62
CUST100,2025-06-21T14:54:45.232Z,1.8229,238.7,0.89
CUST001,2025-06-21T14:39:45.234Z,1.7966,234.3,0.94
CUST002,2025-06-21T14:39:45.234Z,1.883,237.1,0.77
CUST003,2025-06-21T14:39:45.234Z,1.9439,234.1,0.96
CUST004,2025-06-21T14:39:45.234Z,1.501,238.4,0.91
CUST005,2025-06-21T14:39:45.234Z,1.3456,233.7,0.98
CUST006,2025-06-21T14:39:45.234Z,0.8904,232.1,0.5
CUST007,2025-06-21T14:39:45.234Z,1.7078,232.3,0.84
CUST008,2025-06-21T14:39:45.234Z,1.0075,232.9,0.83
CUST009,2025-06-21T14:39:45.234Z,1.0144,236.6,0.61
CUST010,2025-06-21T14:39:45.234Z,0.4939,236.5,1
CUST011,2025-06-21T14:39:45.234Z,1.2941,231.5,0.59
CUST012,2025-06-21T14:39:45.234Z,0.5766,231.5,0.88
CUST013,2025-06-21T14:39:45.234Z,1.1913,235.2,0.87
CUST014,2025-06-21T14:39:45.234Z,1.8046,230.6,0.53
CUST015,2025-06-21T14:39:45.234Z,1.8538,233.2,0.78
CUST016,2025-06-21T14:39:45.234Z,1.7285,237.1,0.67
CUST017,2025-06-21T14:39:45.234Z,1.6671,236.9,0.92
CUST018,2025-06-21T14:39:45.234Z,1.5826,238.9,0.64
CUST019,2025-06-21T14:39:45.234Z,1.3077,231,0.58
CUST020,2025-06-21T14:39:45.234Z,0.7942,232.3,0.77
CUST021,2025-06-21T14:39:45.234Z,0.5719,231,0.71
CUST022,2025-06-21T14:39:45.234Z,0.6675,232.4,0.89
CUST023,2025-06-21T14:39:45.234Z,0.605,239.6,0.78
CUST024,2025-06-21T14:39:45.234Z,1.9188,230.7,0.62
CUST025,2025-06-21T14:39:45.234Z,1.2426,235.3,0.85
CUST026,2025-06-21T14:39:45.234Z,0.8555,235.1,0.99
CUST027,2025-06-21T14:39:45.234Z,1.4189,233.8,0.52
CUST028,2025-06-21T14:39:45.234Z,1.5412,236.7,0.94
CUST029,2025-06-21T14:39:45.234Z,0.3206,236,0.97
CUST030,2025-06-21T14:39:45.234Z,0.926,238.4,0.8
CUST031,2025-06-21T14:39:45.234Z,1.0187,230.9,0.72
CUST032,2025-06-21T14:39:45.234Z,1.194,230.8,0.99
CUST033,2025-06-21T14:39:45.234Z,1.3573,235,0.55
CUST034,2025-06-21T14:39:45.234Z,1.5169,236.3,0.54
CUST035,2025-06-21T14:39:45.234Z,1.3622,236.6,0.95
CUST036,2025-06-21T14:39:45.234Z,1.1913,239.4,0.61
CUST037,2025-06-21T14:39:45.234Z,0.536,233.3,0.96
CUST038,2025-06-21T14:39:45.234Z,1.7949,234.6,0.92
CUST039,2025-06-21T14:39:45.234Z,1.9575,237.1,0.62
CUST040,2025-06-21T14:39:45.234Z,1.7839,239.1,0.89
CUST041,2025-06-21T14:39:45.234Z,0.5369,236.4,0.6
CUST042,2025-06-21T14:39:45.234Z,1.5396,239.5,0.85
CUST043,2025-06-21T14:39:45.234Z,1.957,235.6,0.8
CUST044,2025-06-21T14:39:45.234Z,1.866,239.6,0.51
CUST045,2025-06-21T14:39:45.234Z,1.0233,237.3,0.64
CUST046,2025-06-21T14:39:45.234Z,1.821,239.8,0.72
CUST047,2025-06-21T14:39:45.234Z,1.5294,233.5,0.87
CUST048,2025-06-21T14:39:45.234Z,0.5802,234,0.69
CUST049,2025-06-21T14:39:45.234Z,1.8478,234.4,0.72
CUST050,2025-06-21T14:39:45.234Z,1.8316,230.1,0.88
CUST051,2025-06-21T14:39:45.234Z,0.3057,234.8,0.97
CUST052,2025-06-21T14:39:45.234Z,0.1241,238.6,0.97
CUST053,2025-06-21T14:39:45.234Z,1.2408,239.6,0.51
CUST054,2025-06-21T14:39:45.234Z,0.1991,239.7,0.98
CUST055,2025-06-21T14:39:45.234Z,1.8898,238.9,1
CUST056,2025-06-21T14:39:45.234Z,0.5478,239.3,0.74
CUST057,2025-06-21T14:39:45.234Z,1.7898,232.4,0.69
CUST058,2025-06-21T14:39:45.234Z,0.2364,235.1,0.94
CUST059,2025-06-21T14:39:45.234Z,1.8663,237.7,0.76
CUST060,2025-06-21T14:39:45.234Z,1.1453,231.9,0.78
CUST061,2025-06-21T14:39:45.234Z,0.2804,233.9,0.55
CUST062,2025-06-21T14:39:45.234Z,0.8395,233.5,0.84
CUST063,2025-06-21T14:39:45.234Z,0.9349,234.3,0.54
CUST064,2025-06-21T14:39:45.234Z,0.2889,235,0.96
CUST065,2025-06-21T14:39:45.234Z,0.3228,239,0.88
CUST066,2025-06-21T14:39:45.234Z,0.7075,239.9,0.57
CUST067,2025-06-21T14:39:45.234Z,1.5613,231.4,0.93
CUST068,2025-06-21T14:39:45.234Z,1.3842,232,0.62
CUST069,2025-06-21T14:39:45.234Z,1.6824,235.3,0.62
CUST070,2025-06-21T14:39:45.234Z,1.1081,235.8,0.86
CUST071,2025-06-21T14:39:45.234Z,0.1688,230.6,0.71
CUST072,2025-06-21T14:39:45.234Z,1.1287,232.4,0.87
CUST073,2025-06-21T14:39:45.234Z,1.5751,233.3,0.73
CUST074,2025-06-21T14:39:45.234Z,0.6645,237.8,0.73
CUST075,2025-06-21T14:39:45.234Z,1.1088,233.5,0.6
CUST076,2025-06-21T14:39:45.234Z,0.9313,238,0.76
CUST077,2025-06-21T14:39:45.234Z,0.5858,231.8,0.92
CUST078,2025-06-21T14:39:45.234Z,1.7745,239.1,0.94
CUST079,2025-06-21T14:39:45.234Z,1.5079,236,0.82
CUST080,2025-06-21T14:39:45.234Z,0.7393,231.7,0.6
CUST081,2025-06-21T14:39:45.234Z,1.5214,238.4,0.85
CUST082,2025-06-21T14:39:45.234Z,1.4534,239.3,0.93
CUST083,2025-06-21T14:39:45.234Z,0.7214,235.8,0.79
CUST084,2025-06-21T14:39:45.234Z,0.302,234.9,0.94
CUST085,2025-06-21T14:39:45.234Z,1.4682,237.1,0.67
CUST086,2025-06-21T14:39:45.234Z,0.575,232.8,0.72
CUST087,2025-06-21T14:39:45.234Z,0.1919,235.3,0.78
CUST088,2025-06-21T14:39:45.234Z,1.2675,230.2,0.76
CUST089,2025-06-21T14:39:45.234Z,0.6833,231.8,0.53
CUST090,2025-06-21T14:39:45.234Z,0.1943,236,0.82
CUST091,2025-06-21T14:39:45.234Z,0.6816,230.4,0.85
CUST092,2025-06-21T14:39:45.234Z,0.8854,233.4,0.56
CUST093,2025-06-21T14:39:45.234Z,0.3719,236.9,0.85
CUST094,2025-06-21T14:39:45.234Z,1.69,235.5,0.62
CUST095,2025-06-21T14:39:45.234Z,1.9343,239.4,0.78
CUST096,2025-06-21T14:39:45.234Z,0.448,236.4,0.68
CUST097,2025-06-21T14:39:45.234Z,1.4231,231.1,0.83
CUST098,2025-06-21T14:39:45.234Z,1.2218,232.3,0.82
CUST099,2025-06-21T14:39:45.234Z,0.2875,235.7,0.89
CUST100,2025-06-21T14:39:45.234Z,1.8889,236.2,0.55
CUST001,2025-06-21T14:24:45.234Z,0.9274,239.9,0.81
CUST002,2025-06-21T14:24:45.234Z,1.6481,233.9,0.64
CUST003,2025-06-21T14:24:45.234Z,0.458,235.2,0.73
CUST004,2025-06-21T14:24:45.234Z,1.0936,239.3,0.7
